url,title,location,latitude,longitude,price,description,property_type,available_date,photo_count,first_photo_url,all_photos,contact_info,management_company,amenities,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_allowed,deposit,deposit_room_1,deposit_room_2,deposit_room_3,deposit_room_4,disabled_access,furnishings,garage,garden_patio,gender,living_room,max_age,maximum_term,min_age,minimum_term,number_housemates,number_flatmates,occupation,parking,pets_allowed,price_pcm,references,room_type,smalloweding_allowed,smoker,total_number_rooms,vegetarian_vegan
https://www.spareroom.co.uk/flatshare/london/poplar/17781230?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🏡 Stylish Ensuite Room in Poplar From September🔥,Poplar,51.51750390,-0.01379050,"1,100","🏠 🏡 Stylish Ensuite Room in Poplar From September🔥

✨ Private garden access, Balcony with views, Parking available, En-suite bathroom, Fully furnished, Bills included, Spacious double bedroom

👥 Mixed gender household

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/89/95898367.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/89/95898367.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898364.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898365.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898363.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898366.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898362.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898382.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Balcony, Ensuite, Bills Included, Furnished",,24 to 30,No,1-Sep-25,No,Yes,Yes,Yes,"1,100.00",,,,,No,Furnished,No,No,"1 Female, 1 Male",No,39,None,18,7 months,,2,Available to all,No,No,"1,100 pcm",Yes,double En suite,Yes,No,2,
https://www.spareroom.co.uk/flatshare/london/stepney_green/17919701?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,💥 Stunning 2 Rooms In Stepney Green September 💥,Stepney Green,51.51933190,-0.04553800,"1,100","🏠 💥 Stunning 2 Rooms In Stepney Green September 💥

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Small, friendly household, Male-only household

📅 Available for immediate move-in

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/06/97060490.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/06/97060490.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060491.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060492.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060493.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060495.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060494.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060486.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060484.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060487.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060485.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060489.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg",Free tocontact,Banksia Limited,"Parking, Garden, Bills Included, Furnished",,,No,1-Sep-25,No,Yes,Yes,No,,"1,100.00","1,050.00",,,No,Furnished,No,Yes,Male,No,39,None,18,7 months,1,,Available to all,No,No,"1,100 pcm",Yes,double,Yes,No,4,
https://www.spareroom.co.uk/flatshare/london/finchley_road/17913778?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,"🎇 Bright & Cozy Room in Finchley, September",Finchley Road,51.54472420,-0.17655770,"1,100","🏠 🎇 Bright & Cozy Room in Finchley, September

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Male-only household

📅 Available for immediate move-in

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/05/97056871.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/05/97056871.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/05/97056872.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/05/97056870.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/01/97012132.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/01/97012130.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/01/97012134.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,"Parking, Garden, Bills Included, Furnished",,,No,1-Sep-25,No,Yes,Yes,No,900,,,,,No,Furnished,No,No,Male,shared,39,None,18,7 months,,1,Available to all,No,No,"1,100 pcm",Yes,(NOW LET),Yes,No,4,
https://www.spareroom.co.uk/flatshare/london/oval/17910323?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 Fully Furnished Room in Oval MOVE IN NOW!,Oval,51.48152970,-0.11661780,920,"🏠 🔥 Fully Furnished Room in Oval MOVE IN NOW!

✨ Fully furnished, Bills included, Spacious double bedroom

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £920 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133905.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133907.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984166.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984165.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984170.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984164.jpg",Free tocontact,N/A,"Bills Included, Furnished",,23 to 35,No,Now,,Yes,Yes,No,800,,,,,,Furnished,,,"2 Females, 3 Males",No,39,None,18,7 months,5,,Available to all,,No,920 pcm,Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/west_ham/16719489?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 Modern 2 Double Rooms in West Ham 🔥,West Ham,51.53364241,0.00904190,950,"🏠 🔥 Modern 2 Double Rooms in West Ham 🔥

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Male-only household

📅 Available for immediate move-in

💰 £950 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159716.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159715.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159717.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159710.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159711.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159712.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159714.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Bills Included, Furnished",,27 to 29,No,Now,No,Yes,Yes,Yes,,950,900,,,No,Furnished,No,No,3 Males,shared,39,None,18,7 months,,3,Available to all,No,No,950 pcm,Yes,double,Yes,No,3,
https://www.spareroom.co.uk/flatshare/london/borough/17925850?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,ZONE 1,Borough,51.49734310,-0.08797270,265,"🏠 ZONE 1

✨ Bills included, Spacious double bedroom, Balcony or roof terrace

💰 £265 per month

💡 All bills included - no hidden costs

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,1,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,Free tocontact,N/A,Bills Included,,,,11-Sep-25,Yes,Some,Yes,Yes,,"1,325.00","1,325.00","1,600.00",,No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,265 pw,Yes,double,No,,,
https://www.spareroom.co.uk/flatshare/london/highbury/17926764?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,XXXX,Highbury,51.55490910,-0.09207910,210,"🏠 XXXX

✨ Bills included, Spacious double bedroom, Garden/patio access, Balcony or roof terrace

👥 Mixed gender household

📅 Available for immediate move-in

💰 £210 per month

💡 All bills included - no hidden costs

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,Bills Included,23,,No,25-Aug-25,Yes,Some,Yes,No,,,0,0,0,No,Furnished,No,Yes,Female,No,,None,,12 months,,1,Available to all,No,No,210 pw,No,(NOW LET),No,No,4,
https://www.spareroom.co.uk/flatshare/london/marylebone/17924923?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Paddington,Marylebone,51.52480730,-0.17089560,255,"🏠 Paddington

✨ Spacious double bedroom, Shared living room, Balcony or roof terrace

💰 £255 per month

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,1,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,Free tocontact,N/A,N/A,,,,7-Sep-25,Yes,Some,Yes,Yes,,"1,275.00","1,425.00","1,600.00",,No,Furnished,No,No,,shared,,12 months,18,12 months,,,Available to all,No,No,255 pw,Yes,double,No,,,
https://www.spareroom.co.uk/flatshare/london/old_street/17926004?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Old Street,Old Street,51.52918550,-0.08792140,230,"🏠 Old Street

✨ Spacious double bedroom

📅 Available for immediate move-in

💰 £230 per month

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,N/A,,,,25-Aug-25,No,Some,Yes,No,,,"1,275.00","1,325.00","1,400.00",No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,230 pw,Yes,(NOW LET),No,,,
https://www.spareroom.co.uk/flatshare/london/kilburn/17926060?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Dont Miss Out!,Kilburn,51.54087860,-0.20065020,190,"🏠 Dont Miss Out!

✨ Spacious double bedroom

📅 Available for immediate move-in

💰 £190 per month

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,N/A,,,,9-Sep-25,No,Some,Yes,No,,,"1,175.00","1,200.00","1,325.00",No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,190 pw,Yes,(NOW LET),No,,,
https://www.spareroom.co.uk/flatshare/london/acton/17928145?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Lovely Spacious Double Bedroom in Acton W3,Acton,51.50472520,-0.25400710,"1,020","🏠 Lovely Spacious Double Bedroom in Acton W3

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Male-only household

📅 Available for immediate move-in

💰 £1,020 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128027.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128020.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128021.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128022.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,No,3 Males,shared,45,6 months,21,6 months,,3,Not suitable for students,No,No,"1,020 pcm",Yes,double,No,No,4,
https://www.spareroom.co.uk/flatshare/london/earlsfield/17929715?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Stunning Professional House in Earlsfield,Earlsfield,51.44893720,-0.18370130,975,"🏠 Stunning Professional House in Earlsfield

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Character house share, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

💰 £975 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",House,N/A,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/14/97140970.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/14/97140970.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140976.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140975.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140974.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140971.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140972.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140973.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,19-Sep-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,None,21,6 months,4,,Not suitable for students,No,No,975 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17911933?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Less Than One Min To The Elizabeth Line!,Ealing,51.51437270,-0.31981940,931,"🏠 Less Than One Min To The Elizabeth Line!

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Modern flat share

👥 Male-only household

📅 Available for immediate move-in

💰 £931 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Flat,now,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/99/96996893.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/99/96996893.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996888.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996883.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996886.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996892.jpg",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,,,,,,No,Furnished,No,No,2 Males,No,45,12 months,21,6 months,,2,Not suitable for students,No,No,931 pcm,Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17901034?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Large room moments from West Ealing Station,Ealing,51.51056290,-0.32821720,843,"🏠 Large room moments from West Ealing Station

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

💰 £843 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/92/96924731.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/92/96924731.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907898.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907900.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907896.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907895.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,12 months,21,6 months,4,,Not suitable for students,No,No,843 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/north_acton/17880718?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,North Acton Professional Home,North Acton,51.52631780,-0.25349810,909,"🏠 North Acton Professional Home

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Small, friendly household, Mixed gender household

📅 Available for immediate move-in

💰 £909 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97155005.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97155005.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739453.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739460.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739457.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739458.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739461.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739454.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739462.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 2 Males",shared,45,None,21,3 months,3,,Available to all,No,No,909 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17924710?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,En suite room moments from the Station and High St,Ealing,51.50256670,-0.31487960,"1,075","🏠 En suite room moments from the Station and High St

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £1,075 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/10/97101006.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/10/97101006.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101007.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101011.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101008.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101009.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101012.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101015.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101032.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,"1,075.00",,,,,No,Furnished,No,Yes,"2 Females, 3 Males",shared,45,12 months,21,6 months,5,,Not suitable for students,No,No,"1,075 pcm",Yes,double En suite,No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17912775?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Large room moments from the West Ealing Station,Ealing,51.51259550,-0.32256540,925,"🏠 Large room moments from the West Ealing Station

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £925 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97003333.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97003333.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003334.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003335.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003336.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003338.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003339.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003340.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"3 Females, 1 Male",No,45,None,21,2 months,4,,Not suitable for students,No,No,925 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17922407?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Huge Room moments from the UG at: Northfields,Ealing,51.50572370,-0.31931650,878,"🏠 Huge Room moments from the UG at: Northfields

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

📅 Available for immediate move-in

💰 £878 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97081835.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97081835.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081826.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081830.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081832.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081828.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,6 months,21,6 months,4,,Not suitable for students,No,No,878 pcm,Yes,double,No,No,5,
